year,month,day,week,quantity,quantityrate,times,timerate,city
2015,1,1,5,152331884.0,141.78,39630.0,141.07,서울
2015,1,2,6,271110094.0,56.18,44805.0,52.53,서울
2015,1,3,7,224636785.0,52.23,42471.0,48.6,서울
2015,1,4,1,188404451.0,55.2,50462.0,53.42,서울
2015,1,5,2,353658287.0,70.14,52709.0,64.57,서울
2015,1,6,3,306610176.0,55.6,43333.0,52.94,서울
2015,1,7,4,223567637.0,51.66,43340.0,52.67,서울
2015,1,8,5,236716162.0,52.93,46394.0,53.57,서울
2015,1,9,6,228134838.0,52.66,44608.0,55.23,서울
2015,1,10,7,179530449.0,50.3,40885.0,50.18,서울
2015,1,11,1,170467497.0,55.99,47631.0,53.96,서울
2015,1,12,2,337732099.0,73.17,51614.0,67.74,서울
2015,1,13,3,292062735.0,59.38,46186.0,59.32,서울
2015,1,14,4,228338687.0,57.36,45211.0,58.94,서울
2015,1,15,5,244055412.0,60.3,48155.0,61.81,서울
2015,1,16,6,223694560.0,56.5,43455.0,59.69,서울
2015,1,17,7,177492795.0,54.96,39901.0,56.17,서울
2015,1,18,1,158072837.0,67.81,47298.0,64.87,서울
2015,1,19,2,328792021.0,78.54,51870.0,73.32,서울
2015,1,20,3,280938572.0,63.5,45843.0,65.55,서울
2015,1,21,4,229193849.0,61.86,45606.0,66.94,서울
2015,1,22,5,238023888.0,63.53,47766.0,66.52,서울
2015,1,23,6,227895849.0,64.8,44917.0,67.86,서울
2015,1,24,7,177147994.0,61.13,42436.0,61.85,서울
2015,1,25,1,157641194.0,68.85,45182.0,65.86,서울
2015,1,26,2,328421173.0,85.88,54868.0,83.89,서울
2015,1,27,3,287468012.0,65.65,44370.0,66.6,서울
2015,1,28,4,227350171.0,66.02,43782.0,71.59,서울
2015,1,29,5,240085853.0,68.28,47084.0,71.26,서울
2015,1,30,6,216098871.0,62.56,42791.0,67.35,서울
2015,1,31,7,184522892.0,65.26,40312.0,64.14,서울
2015,2,1,1,169899846.0,50.92,49124.0,53.38,서울
2015,2,2,2,327676091.0,69.88,53028.0,68.27,서울
2015,2,3,3,293686068.0,59.59,46468.0,63.27,서울
2015,2,4,4,220495521.0,57.57,45698.0,62.91,서울
2015,2,5,5,217435735.0,56.59,47179.0,61.6,서울
2015,2,6,6,224039910.0,57.66,45058.0,62.36,서울
2015,2,7,7,185483738.0,55.03,43002.0,55.97,서울
2015,2,8,1,150203990.0,55.25,44061.0,56.93,서울
2015,2,9,2,307953304.0,71.59,50450.0,71.84,서울
2015,2,10,3,296196015.0,68.47,48820.0,69.79,서울
2015,2,11,4,251555733.0,65.11,48424.0,70.74,서울
2015,2,12,5,235630762.0,60.1,46720.0,62.3,서울
2015,2,13,6,239089102.0,61.41,45937.0,64.93,서울
2015,2,14,7,206862925.0,62.97,46247.0,62.95,서울
2015,2,15,1,194183333.0,74.61,57685.0,74.63,서울
2015,2,16,2,372372388.0,86.45,54984.0,80.0,서울
2015,2,17,3,394576899.0,99.94,70165.0,97.41,서울
2015,2,18,4,258946429.0,98.25,69475.0,93.57,서울
2015,2,19,5,131026097.0,59.27,38935.0,54.7,서울
2015,2,20,6,355460606.0,71.24,45448.0,65.25,서울
2015,2,21,7,292511794.0,65.4,41347.0,59.22,서울
2015,2,22,1,215442979.0,76.57,54616.0,72.89,서울
2015,2,23,2,360273772.0,86.15,54344.0,78.07,서울
2015,2,24,3,308948967.0,70.47,49991.0,70.32,서울
2015,2,25,4,248095644.0,68.56,48742.0,70.03,서울
2015,2,26,5,238981962.0,61.69,47648.0,64.72,서울
2015,2,27,6,227458311.0,62.49,45404.0,65.47,서울
2015,2,28,7,184180997.0,66.7,46184.0,66.56,서울
2015,3,1,1,172368657.0,60.08,51943.0,56.9,서울
2015,3,2,2,359423614.0,77.11,56290.0,69.72,서울
2015,3,3,3,296212234.0,58.45,45078.0,55.85,서울
2015,3,4,4,244005548.0,61.22,48999.0,60.32,서울
2015,3,5,5,253779673.0,58.28,50532.0,58.78,서울
2015,3,6,6,226378125.0,54.54,47089.0,57.76,서울
2015,3,7,7,140555446.0,53.6,44674.0,52.09,서울
2015,3,8,1,181034206.0,66.93,56665.0,63.71,서울
2015,3,9,2,365228154.0,75.34,54330.0,70.11,서울
2015,3,10,3,283984167.0,56.26,44647.0,55.94,서울
2015,3,11,4,220874265.0,56.63,48375.0,58.24,서울
2015,3,12,5,244717132.0,57.17,50464.0,58.1,서울
2015,3,13,6,221898891.0,54.0,47804.0,57.85,서울
2015,3,14,7,182498834.0,53.31,45640.0,53.09,서울
2015,3,15,1,177681595.0,64.9,56088.0,64.01,서울
2015,3,16,2,338969440.0,78.0,58888.0,72.46,서울
2015,3,17,3,292557705.0,59.77,50677.0,60.93,서울
2015,3,18,4,226175559.0,54.73,47563.0,57.59,서울
2015,3,19,5,255708563.0,62.48,56756.0,65.49,서울
2015,3,20,6,226899588.0,57.22,50720.0,60.28,서울
2015,3,21,7,179236375.0,56.84,48677.0,56.31,서울
2015,3,22,1,175963341.0,63.44,56705.0,62.85,서울
2015,3,23,2,321341746.0,72.6,57211.0,71.54,서울
2015,3,24,3,280041069.0,59.97,51503.0,61.4,서울
2015,3,25,4,225396839.0,56.05,50679.0,60.04,서울
2015,3,26,5,273477006.0,59.86,53491.0,61.91,서울
2015,3,27,6,255971246.0,57.51,51097.0,61.97,서울
2015,3,28,7,167071323.0,52.16,47380.0,53.91,서울
2015,3,29,1,196299955.0,64.37,58586.0,64.5,서울
2015,3,30,2,351960844.0,77.36,61685.0,75.3,서울
2015,3,31,3,300032321.0,59.86,50881.0,61.0,서울
2015,4,1,4,227889387.0,61.11,53875.0,61.6,서울
2015,4,2,5,238275819.0,54.1,49016.0,54.17,서울
2015,4,3,6,238176257.0,59.12,55157.0,61.43,서울
2015,4,4,7,193637901.0,57.08,50637.0,55.68,서울
2015,4,5,1,182663795.0,63.14,57639.0,60.6,서울
2015,4,6,2,351169250.0,78.33,62199.0,71.13,서울
2015,4,7,3,295795081.0,62.48,52777.0,61.76,서울
2015,4,8,4,228973943.0,58.84,52913.0,59.22,서울
2015,4,9,5,244189164.0,57.66,54784.0,59.73,서울
2015,4,10,6,233795615.0,57.19,52472.0,59.77,서울
2015,4,11,7,184359271.0,54.52,49426.0,53.92,서울
2015,4,12,1,182594415.0,65.15,59580.0,62.97,서울
2015,4,13,2,332602281.0,71.15,56326.0,64.87,서울
2015,4,14,3,285984476.0,57.27,49454.0,56.35,서울
2015,4,15,4,231296673.0,64.41,57280.0,66.08,서울
2015,4,16,5,241801118.0,57.96,52234.0,57.32,서울
2015,4,17,6,232886765.0,59.36,54413.0,63.16,서울
2015,4,18,7,191410219.0,57.56,51014.0,58.34,서울
2015,4,19,1,168454591.0,60.92,52565.0,58.63,서울
2015,4,20,2,337193708.0,82.3,65063.0,76.71,서울
2015,4,21,3,300867674.0,68.81,57242.0,68.97,서울
2015,4,22,4,239276660.0,62.67,55667.0,65.6,서울
2015,4,23,5,251429573.0,63.43,57959.0,66.37,서울
2015,4,24,6,240126625.0,61.5,55402.0,66.24,서울
2015,4,25,7,188241102.0,59.14,52720.0,60.11,서울
2015,4,26,1,154708223.0,64.77,61264.0,65.82,서울
2015,4,27,2,321301276.0,73.58,57379.0,69.71,서울
2015,4,28,3,300846123.0,70.03,59079.0,70.78,서울
2015,4,29,4,235544080.0,63.44,52653.0,66.14,서울
2015,4,30,5,264960859.0,172.89,65287.0,176.96,서울
2015,5,1,6,163026172.0,49.81,59458.0,53.05,서울
2015,5,2,7,267495236.0,61.46,58586.0,53.88,서울
2015,5,3,1,176571689.0,53.0,58545.0,51.43,서울
2015,5,4,2,379244969.0,71.18,65682.0,64.29,서울
2015,5,5,3,309151524.0,64.83,65398.0,63.27,서울
2015,5,6,4,247537901.0,58.93,63437.0,59.81,서울
2015,5,7,5,267195160.0,55.25,62648.0,57.23,서울
2015,5,8,6,243311145.0,53.69,59832.0,56.49,서울
2015,5,9,7,197627614.0,53.82,59176.0,54.48,서울
2015,5,10,1,204758678.0,64.18,71549.0,62.33,서울
2015,5,11,2,342550490.0,66.6,62883.0,62.45,서울
2015,5,12,3,299623847.0,59.96,61994.0,61.01,서울
2015,5,13,4,249354874.0,61.0,66273.0,64.25,서울
2015,5,14,5,254758083.0,58.1,66245.0,60.32,서울
2015,5,15,6,251846092.0,56.97,62119.0,60.4,서울
2015,5,16,7,207406923.0,57.44,62038.0,57.74,서울
2015,5,17,1,209165336.0,68.03,74751.0,66.68,서울
2015,5,18,2,367458891.0,76.27,73577.0,72.86,서울
2015,5,19,3,307858880.0,62.1,62102.0,63.4,서울
2015,5,20,4,245298713.0,63.54,67420.0,67.48,서울
2015,5,21,5,266188365.0,63.88,68129.0,66.62,서울
2015,5,22,6,253033664.0,67.87,67936.0,72.63,서울
2015,5,23,7,218518826.0,71.54,66595.0,72.61,서울
2015,5,24,1,195569124.0,75.79,66716.0,73.51,서울
2015,5,25,2,253143774.0,93.07,78127.0,86.85,서울
2015,5,26,3,390629149.0,88.66,74770.0,86.84,서울
2015,5,27,4,334014866.0,81.11,72368.0,83.97,서울
2015,5,28,5,285843550.0,79.34,73689.0,83.13,서울
2015,5,29,6,269852265.0,77.92,70001.0,81.89,서울
2015,5,30,7,226463632.0,78.63,67161.0,77.99,서울
2015,5,31,1,223154907.0,106.05,85713.0,101.11,서울
2015,6,1,2,393424789.0,71.56,81064.0,66.57,서울
2015,6,2,3,333932109.0,61.64,76577.0,63.03,서울
2015,6,3,4,272212224.0,59.49,76449.0,61.85,서울
2015,6,4,5,282979418.0,60.52,81244.0,62.88,서울
2015,6,5,6,280975950.0,57.3,72436.0,60.34,서울
2015,6,6,7,162986382.0,60.07,77543.0,58.78,서울
2015,6,7,1,259281348.0,76.03,91720.0,72.07,서울
2015,6,8,2,460109183.0,81.63,88883.0,75.3,서울
2015,6,9,3,380402369.0,68.47,81649.0,68.34,서울
2015,6,10,4,293028284.0,66.42,84081.0,68.88,서울
2015,6,11,5,304273317.0,61.29,81816.0,64.02,서울
2015,6,12,6,292281617.0,64.46,81783.0,67.6,서울
2015,6,13,7,232842625.0,61.67,80175.0,62.84,서울
2015,6,14,1,256802972.0,76.5,93267.0,72.18,서울
2015,6,15,2,412302638.0,81.02,91949.0,75.86,서울
2015,6,16,3,375863681.0,68.97,84359.0,72.18,서울
2015,6,17,4,291285850.0,66.53,82835.0,69.14,서울
2015,6,18,5,300999104.0,65.61,86034.0,68.81,서울
2015,6,19,6,281925888.0,63.64,82875.0,67.88,서울
2015,6,20,7,225394984.0,58.39,69746.0,57.37,서울
2015,6,21,1,256823564.0,82.23,100476.0,77.81,서울
2015,6,22,2,447032240.0,83.96,94192.0,80.23,서울
2015,6,23,3,357211980.0,69.62,87604.0,72.8,서울
2015,6,24,4,293738998.0,68.9,86998.0,72.67,서울
2015,6,25,5,298034169.0,65.8,85006.0,69.33,서울
2015,6,26,6,289176566.0,65.29,80958.0,69.19,서울
2015,6,27,7,250457755.0,71.99,86792.0,71.34,서울
2015,6,28,1,257374657.0,85.43,98622.0,81.3,서울
2015,6,29,2,465845855.0,91.84,97584.0,86.5,서울
2015,6,30,3,447402901.0,83.68,88970.0,82.89,서울
2015,7,1,4,286892535.0,57.81,91464.0,62.03,서울
2015,7,2,5,275486448.0,56.83,94585.0,60.17,서울
2015,7,3,6,275618009.0,57.48,90853.0,61.36,서울
2015,7,4,7,243032298.0,58.84,90857.0,58.48,서울
2015,7,5,1,232869570.0,69.76,106331.0,67.35,서울
2015,7,6,2,408779707.0,76.61,105018.0,72.38,서울
2015,7,7,3,344108629.0,65.81,98251.0,68.02,서울
2015,7,8,4,285625024.0,61.61,94575.0,65.18,서울
2015,7,9,5,287409760.0,61.55,99677.0,65.31,서울
2015,7,10,6,305735655.0,63.14,97263.0,66.69,서울
2015,7,11,7,260058100.0,64.49,98815.0,64.74,서울
2015,7,12,1,239065477.0,66.45,94368.0,61.36,서울
2015,7,13,2,433130669.0,85.96,112678.0,78.07,서울
2015,7,14,3,371863150.0,73.56,105035.0,73.33,서울
2015,7,15,4,315979029.0,66.69,100534.0,69.38,서울
2015,7,16,5,295214900.0,62.13,98560.0,65.08,서울
2015,7,17,6,306081000.0,62.03,94504.0,64.9,서울
2015,7,18,7,247448600.0,61.17,93378.0,61.29,서울
2015,7,19,1,256429650.0,75.7,110588.0,71.89,서울
2015,7,20,2,434420300.0,81.92,110112.0,77.24,서울
2015,7,21,3,358553950.0,69.15,101560.0,70.05,서울
2015,7,22,4,319322350.0,70.09,104687.0,71.81,서울
2015,7,23,5,294221050.0,61.13,95523.0,62.88,서울
2015,7,24,6,317408550.0,67.2,97795.0,67.63,서울
2015,7,25,7,258199300.0,61.49,90678.0,59.18,서울
2015,7,26,1,261720150.0,80.14,116627.0,74.9,서울
2015,7,27,2,429339550.0,82.24,110064.0,77.24,서울
2015,7,28,3,367292650.0,71.29,104123.0,71.48,서울
2015,7,29,4,304338050.0,68.15,99345.0,68.83,서울
2015,7,30,5,302940300.0,68.05,105070.0,69.69,서울
2015,7,31,6,318996150.0,71.51,104495.0,72.1,서울
2015,8,1,7,250201800.0,60.38,98074.0,58.53,서울
2015,8,2,1,241047950.0,68.39,107994.0,65.04,서울
2015,8,3,2,413980350.0,79.14,112153.0,73.7,서울
2015,8,4,3,355711500.0,69.64,106231.0,68.52,서울
2015,8,5,4,303218250.0,68.18,108094.0,68.23,서울
2015,8,6,5,317469200.0,69.45,110005.0,68.87,서울
2015,8,7,6,329042600.0,67.27,103202.0,67.32,서울
2015,8,8,7,260686900.0,63.97,102296.0,63.04,서울
2015,8,9,1,254645750.0,72.02,113781.0,69.79,서울
2015,8,10,2,428761750.0,79.56,112651.0,74.91,서울
2015,8,11,3,352530000.0,69.15,108344.0,69.64,서울
2015,8,12,4,322213550.0,72.23,109362.0,71.06,서울
2015,8,13,5,312103300.0,66.33,105948.0,66.88,서울
2015,8,14,6,332415600.0,68.87,103566.0,68.27,서울
2015,8,15,7,166353950.0,57.78,97150.0,57.45,서울
2015,8,16,1,212379750.0,59.98,91565.0,57.81,서울
2015,8,17,2,481550050.0,90.04,123943.0,81.85,서울
2015,8,18,3,379726400.0,69.31,105450.0,69.36,서울
2015,8,19,4,304177550.0,65.23,104875.0,68.48,서울
2015,8,20,5,285632300.0,59.99,102957.0,64.16,서울
2015,8,21,6,301173650.0,62.44,99738.0,66.62,서울
2015,8,22,7,236433900.0,59.27,99471.0,61.71,서울
2015,8,23,1,234097850.0,71.36,113788.0,71.08,서울
2015,8,24,2,416351350.0,76.57,111766.0,74.59,서울
2015,8,25,3,314511250.0,58.48,89659.0,61.2,서울
2015,8,26,4,276489900.0,63.32,105975.0,68.48,서울
2015,8,27,5,281172200.0,60.31,101962.0,65.23,서울
2015,8,28,6,277515300.0,58.47,96311.0,64.01,서울
2015,8,29,7,243330150.0,59.79,98166.0,62.62,서울
2015,8,30,1,233609950.0,72.62,115164.0,73.02,서울
2015,8,31,2,395892500.0,80.61,113491.0,78.55,서울
2015,9,1,3,331357050.0,63.37,105054.0,67.65,서울
2015,9,2,4,277700100.0,60.54,106249.0,66.73,서울
2015,9,3,5,279019550.0,58.99,109169.0,65.87,서울
2015,9,4,6,294757996.0,60.86,105718.0,67.35,서울
2015,9,5,7,230938250.0,56.88,98821.0,59.76,서울
2015,9,6,1,241161650.0,71.19,120584.0,72.53,서울
2015,9,7,2,392056800.0,75.81,115106.0,74.18,서울
2015,9,8,3,332369650.0,64.59,105560.0,67.49,서울
2015,9,9,4,283185400.0,60.42,104389.0,66.06,서울
2015,9,10,5,271527150.0,59.81,106123.0,65.17,서울
2015,9,11,6,279335450.0,56.33,94986.0,61.44,서울
2015,9,12,7,253734900.0,61.71,102393.0,62.58,서울
2015,9,13,1,215041500.0,67.44,116293.0,68.85,서울
2015,9,14,2,417041200.0,77.7,115796.0,75.2,서울
2015,9,15,3,332429650.0,65.06,106260.0,68.08,서울
2015,9,16,4,290892000.0,63.41,105639.0,67.37,서울
2015,9,17,5,269871700.0,59.81,104274.0,63.8,서울
2015,9,18,6,313890850.0,63.61,103215.0,66.48,서울
2015,9,19,7,251796950.0,61.88,102471.0,62.29,서울
2015,9,20,1,237727800.0,74.0,123186.0,73.04,서울
2015,9,21,2,444353250.0,84.81,118059.0,78.19,서울
2015,9,22,3,360656800.0,72.7,110999.0,72.52,서울
2015,9,23,4,331761900.0,72.05,112387.0,72.27,서울
2015,9,24,5,321079315.0,74.01,118152.0,73.84,서울
2015,9,25,6,412473300.0,91.93,139065.0,88.42,서울
2015,9,26,7,314155200.0,101.33,153318.0,90.99,서울
2015,9,27,1,207333250.0,69.74,98306.0,60.99,서울
2015,9,28,2,423978350.0,77.25,100138.0,67.78,서울
2015,9,29,3,476856400.0,91.3,119947.0,78.67,서울
2015,9,30,4,380522300.0,81.49,114228.0,74.41,서울
2015,10,1,5,273336050.0,111.31,92226.0,108.93,서울
2015,10,2,6,305376100.0,89.42,104905.0,92.99,서울
2015,10,3,7,171727100.0,78.32,97448.0,79.65,서울
2015,10,4,1,206540250.0,72.66,118326.0,72.31,서울
2015,10,5,2,421652200.0,79.26,113568.0,73.67,서울
2015,10,6,3,330491600.0,65.58,104122.0,66.88,서울
2015,10,7,4,275601300.0,62.87,104457.0,66.25,서울
2015,10,8,5,252406700.0,58.48,103396.0,63.84,서울
2015,10,9,6,199877200.0,58.94,94474.0,58.88,서울
2015,10,10,7,265827450.0,59.89,92357.0,59.14,서울
2015,10,11,1,194449150.0,68.82,108361.0,66.82,서울
2015,10,12,2,392774100.0,75.42,108634.0,70.47,서울
2015,10,13,3,307460550.0,64.34,99725.0,64.77,서울
2015,10,14,4,263282500.0,61.63,100003.0,64.41,서울
2015,10,15,5,246067950.0,58.63,99902.0,61.76,서울
2015,10,16,6,271153700.0,60.07,96997.0,62.48,서울
2015,10,17,7,239542950.0,59.16,94157.0,59.88,서울
2015,10,18,1,194519250.0,69.76,112787.0,69.53,서울
2015,10,19,2,371502700.0,76.68,111646.0,72.35,서울
2015,10,20,3,302903500.0,64.81,101947.0,66.56,서울
2015,10,21,4,265812650.0,64.43,101025.0,65.96,서울
2015,10,22,5,248622500.0,59.52,101911.0,63.32,서울
2015,10,23,6,284289800.0,63.56,99936.0,65.22,서울
2015,10,24,7,240159100.0,61.28,93822.0,59.65,서울
2015,10,25,1,192346500.0,70.88,112735.0,69.58,서울
2015,10,26,2,358605800.0,74.31,105249.0,68.7,서울
2015,10,27,3,298303600.0,64.52,95558.0,63.25,서울
2015,10,28,4,270752700.0,73.53,97945.0,91.25,서울
2015,10,29,5,224103650.0,56.39,91306.0,57.67,서울
2015,10,30,6,265449800.0,151.19,90913.0,134.19,서울
2015,10,31,7,234025600.0,64.37,89287.0,59.78,서울
2015,11,1,1,195077450.0,59.6,107279.0,65.34,서울
2015,11,2,2,388073550.0,69.81,110250.0,71.69,서울
2015,11,3,3,310032800.0,58.52,101792.0,65.56,서울
2015,11,4,4,289839250.0,57.48,101879.0,65.15,서울
2015,11,5,5,255098000.0,54.19,102673.0,62.79,서울
2015,11,6,6,287031500.0,55.42,96186.0,62.24,서울
2015,11,7,7,230337250.0,49.46,78564.0,51.17,서울
2015,11,8,1,219781550.0,69.35,113726.0,69.99,서울
2015,11,9,2,423871850.0,77.67,117363.0,75.97,서울
2015,11,10,3,330528250.0,63.31,103545.0,67.73,서울
2015,11,11,4,313122550.0,60.55,102989.0,66.36,서울
2015,11,12,5,274855950.0,58.87,103761.0,64.16,서울
2015,11,13,6,298491550.0,54.29,83383.0,56.01,서울
2015,11,14,7,278405600.0,63.77,98467.0,62.72,서울
2015,11,15,1,242870850.0,76.42,121885.0,75.98,서울
2015,11,16,2,429851150.0,74.79,104143.0,69.67,서울
2015,11,17,3,377734550.0,75.11,114890.0,74.96,서울
2015,11,18,4,335926250.0,65.55,96125.0,64.15,서울
2015,11,19,5,300737150.0,66.51,109581.0,68.11,서울
2015,11,20,6,358081150.0,69.81,103957.0,68.98,서울
2015,11,21,7,301832250.0,67.43,98780.0,63.36,서울
2015,11,22,1,244988200.0,76.76,112630.0,72.05,서울
2015,11,23,2,482821200.0,91.27,114796.0,81.88,서울
2015,11,24,3,366817200.0,79.02,104410.0,80.49,서울
2015,11,25,4,321245450.0,73.01,94159.0,72.92,서울
2015,11,26,5,289207750.0,73.55,94331.0,71.51,서울
2015,11,27,6,337580700.0,76.89,93244.0,73.48,서울
2015,11,28,7,287757950.0,79.4,92528.0,73.87,서울
2015,11,29,1,242224750.0,96.44,107242.0,85.45,서울
2015,11,30,2,462752150.0,105.77,113744.0,96.37,서울
2015,12,1,3,350443900.0,70.8,99288.0,68.13,서울
2015,12,2,4,316030050.0,65.85,90888.0,62.17,서울
2015,12,3,5,258862900.0,61.45,91497.0,60.81,서울
2015,12,4,6,322264550.0,68.56,94762.0,66.17,서울
2015,12,5,7,281462350.0,69.92,92956.0,64.53,서울
2015,12,6,1,239810850.0,81.36,109961.0,76.16,서울
2015,12,7,2,427986650.0,83.81,107144.0,74.43,서울
2015,12,8,3,328441150.0,68.38,96855.0,68.43,서울
2015,12,9,4,306125250.0,67.37,96876.0,67.19,서울
2015,12,10,5,258171500.0,62.67,95689.0,64.74,서울
2015,12,11,6,302308350.0,64.81,94747.0,66.68,서울
2015,12,12,7,254112450.0,64.91,90583.0,63.47,서울
2015,12,13,1,224035500.0,77.29,109983.0,76.08,서울
2015,12,14,2,411471800.0,78.85,101942.0,71.88,서울
2015,12,15,3,314475350.0,68.09,97913.0,69.69,서울
2015,12,16,4,279751450.0,61.4,88980.0,62.25,서울
2015,12,17,5,235941750.0,56.53,86486.0,59.3,서울
2015,12,18,6,288044650.0,59.18,86023.0,61.25,서울
2015,12,19,7,237779800.0,59.91,85197.0,60.38,서울
2015,12,20,1,210972650.0,72.38,104010.0,72.33,서울
2015,12,21,2,391158350.0,76.48,100963.0,71.92,서울
2015,12,22,3,300415850.0,63.52,91942.0,67.59,서울
2015,12,23,4,285810000.0,62.16,92919.0,67.61,서울
2015,12,24,5,249399600.0,60.08,94779.0,67.35,서울
2015,12,25,6,206683700.0,58.56,86531.0,62.29,서울
2015,12,26,7,301592250.0,70.65,95269.0,70.4,서울
2015,12,27,1,194458150.0,70.3,99248.0,74.09,서울
2015,12,28,2,406982150.0,74.29,96097.0,71.19,서울
2015,12,29,3,300194500.0,62.99,90308.0,66.61,서울
2015,12,30,4,282241800.0,63.46,90991.0,66.25,서울
2015,12,31,5,295520900.0,73.98,109651.0,78.6,서울
2015,1,1,5,154752053.38,5862.46,70556.21,41.13,부산
2015,1,2,6,159183002.84,5142.32,75066.82,43.26,부산
2015,1,3,7,157182403.08,5393.16,73091.95,41.74,부산
2015,1,4,1,211980954.81,7644.42,93759.19,53.58,부산
2015,1,5,2,184568353.49,5975.88,86618.27,49.6,부산
2015,1,6,3,161169253.72,6672.49,79163.66,45.28,부산
2015,1,7,4,150616852.73,5243.79,75124.87,42.3,부산
2015,1,8,5,156042703.39,6281.1,78267.45,44.92,부산
2015,1,9,6,146133702.56,4900.05,74099.68,42.42,부산
2015,1,10,7,144951652.82,5113.53,70680.8,40.06,부산
2015,1,11,1,191377304.3,7078.01,87288.88,50.2,부산
2015,1,12,2,174351203.32,5934.22,84103.25,48.15,부산
2015,1,13,3,161916653.61,6759.3,80910.71,46.09,부산
2015,1,14,4,137374952.53,4909.4,70064.69,39.9,부산
2015,1,15,5,170388303.58,6706.87,85656.68,48.85,부산
2015,1,16,6,146180302.62,5027.36,75104.75,43.2,부산
2015,1,17,7,138782552.72,5079.7,68897.78,39.12,부산
2015,1,18,1,189997154.12,6949.19,88082.81,50.26,부산
2015,1,19,2,177615103.36,5984.89,86082.28,49.15,부산
2015,1,20,3,157401553.5,6586.67,79927.61,45.42,부산
2015,1,21,4,137288002.58,5101.42,71210.8,40.41,부산
2015,1,22,5,164498653.49,6509.91,83775.57,47.74,부산
2015,1,23,6,148146602.64,5268.99,77293.89,44.38,부산
2015,1,24,7,145806302.78,5245.78,72857.88,41.6,부산
2015,1,25,1,196699354.31,7291.16,91360.0,52.22,부산
2015,1,26,2,184045253.48,6182.43,89552.39,51.09,부산
2015,1,27,3,159917853.44,6588.3,81724.62,46.26,부산
2015,1,28,4,145363252.63,5174.39,76292.84,43.16,부산
2015,1,29,5,149876803.13,6028.02,78439.31,45.04,부산
2015,1,30,6,139288952.37,4786.01,73732.62,41.96,부산
2015,1,31,7,146574702.67,4996.84,72928.74,41.45,부산
2015,2,1,1,195132504.44,7137.34,90933.17,52.98,부산
2015,2,2,2,174732403.24,5832.74,86483.41,49.99,부산
2015,2,3,3,157022303.62,6663.36,81141.9,46.54,부산
2015,2,4,4,143812602.63,5014.73,75855.93,43.52,부산
2015,2,5,5,151060353.23,6039.32,80431.53,46.82,부산
2015,2,6,6,136870052.49,4874.38,73986.85,42.95,부산
2015,2,7,7,144662902.78,5083.09,73108.97,42.11,부산
2015,2,8,1,182394003.99,6523.99,85234.81,49.7,부산
2015,2,9,2,161054303.01,5387.2,79535.15,46.16,부산
2015,2,10,3,165578903.69,6651.53,83053.89,47.64,부산
2015,2,11,4,153120902.92,5322.5,79221.11,45.74,부산
2015,2,12,5,155307353.28,6053.55,80368.54,46.69,부산
2015,2,13,6,142289602.45,4715.08,74388.75,43.13,부산
2015,2,14,7,161777303.17,5480.83,78835.2,45.42,부산
2015,2,15,1,225081204.96,7760.72,101400.54,58.78,부산
2015,2,16,2,203545903.98,6511.96,93879.8,54.48,부산
2015,2,17,3,265279105.62,9405.49,124769.5,71.75,부산
2015,2,18,4,311238604.36,7087.41,142034.13,80.48,부산
2015,2,19,5,174149153.99,6011.72,76792.51,44.48,부산
2015,2,20,6,179131603.58,5564.04,77948.25,45.01,부산
2015,2,21,7,151424202.93,4770.46,67699.79,39.28,부산
2015,2,22,1,259189305.59,8201.29,111124.79,64.6,부산
2015,2,23,2,207874404.01,6407.14,93996.74,54.46,부산
2015,2,24,3,184175854.02,7016.43,89206.1,50.97,부산
2015,2,25,4,171759402.92,5402.65,85385.16,49.05,부산
2015,2,26,5,172131253.66,6391.95,86244.74,50.04,부산
2015,2,27,6,148016152.51,4683.6,75511.74,43.95,부산
2015,2,28,7,153714052.94,5116.41,75545.99,43.28,부산
2015,3,1,1,224781804.86,7505.21,101549.12,54.58,부산
2015,3,2,2,184262853.44,5867.01,89896.22,48.05,부산
2015,3,3,3,151302403.47,6153.71,75688.38,40.33,부산
2015,3,4,4,170484303.04,5634.76,87301.09,46.05,부산
2015,3,5,5,158837203.24,5945.21,82463.27,44.12,부산
2015,3,6,6,145135602.66,4904.46,76990.69,41.34,부산
2015,3,7,7,151773152.84,5190.54,76440.85,40.48,부산
2015,3,8,1,209388804.52,7297.11,98349.01,52.28,부산
2015,3,9,2,180752853.48,6031.92,90306.31,48.17,부산
2015,3,10,3,142034553.19,5907.16,74177.25,39.53,부산
2015,3,11,4,142147951.39,2671.13,75668.46,39.27,부산
2015,3,12,5,156396703.26,6138.95,82847.38,44.07,부산
2015,3,13,6,137817202.41,4719.99,74656.59,39.86,부산
2015,3,14,7,152913302.88,5225.29,77892.87,41.54,부산
2015,3,15,1,207613004.52,7415.34,99275.07,53.17,부산
2015,3,16,2,183939753.39,6082.73,93511.34,49.91,부산
2015,3,17,3,167396003.75,7053.78,89485.88,47.43,부산
2015,3,18,4,102654851.89,3703.22,54966.03,29.08,부산
2015,3,19,5,188187853.82,7132.59,99823.92,53.05,부산
2015,3,20,6,147110602.5,4938.57,80662.71,43.06,부산
2015,3,21,7,155766102.93,5477.0,81393.01,43.32,부산
2015,3,22,1,202281354.25,7352.72,99295.04,53.09,부산
2015,3,23,2,170823103.19,5858.19,89703.22,47.91,부산
2015,3,24,3,154558203.44,6569.16,84019.61,44.41,부산
